Customer ID,Total_Spend,Invoice,Quantity
12646.0,1346.97,2,897
12647.0,16713.99,45,6567
12648.0,1097.0,5,514
12649.0,2258.5,10,1942
12650.0,314.44,1,254
12651.0,365.3,5,262
12652.0,1011.58,3,533
12653.0,4160.83,3,1681
12654.0,601.98,5,264
12655.0,261.35,1,80
12656.0,6320.78,12,2841
12657.0,1152.06,5,654
12658.0,686.05,1,320
12659.0,91.68,1,105
12660.0,245.1,1,127
12661.0,162.0,1,216
12662.0,6687.6900000000005,22,3403
12663.0,204.0,3,169
12664.0,6052.04,12,1494
12665.0,301.45,5,157
12666.0,1020.98,2,314
12667.0,620.13,1,395
12668.0,11319.06,12,5010
12669.0,1607.73,4,1114
12670.0,3750.39,8,1621
12671.0,2622.481,1,1460
12672.0,410.5,3,131
12673.0,1230.02,3,700
12674.0,1922.26,7,1103
12675.0,933.55,4,334
12676.0,2773.09,12,1865
12677.0,389.3,3,174
12678.0,33851.13,23,22233
12679.0,1058.67,9,530
12680.0,880.81,4,444
12681.0,29518.24,56,16915
12682.0,22862.12,53,10513
12683.0,11355.52,27,6933
12684.0,2283.63,7,1985
12685.0,2863.08,6,1523
12686.0,89.14,1,107
12687.0,2138.91,2,1403
12688.0,4873.8099999999995,1,3028
12689.0,1247.61,2,628
12690.0,389.01,1,106
12691.0,1170.4,7,445
12692.0,110.95,1,36
12693.0,1640.42,11,524
12694.0,1839.45,4,1353
12695.0,1407.1200000000001,7,454
12696.0,801.15,3,563
12697.0,939.02,5,499
12698.0,339.75,1,111
12699.0,638.11,1,373
12700.0,4867.99,6,2963
12701.0,2446.41,6,1727
12702.0,219.0,1,53
12703.0,892.18,7,539
12704.0,2220.84,10,1003
12705.0,11554.0,22,7108
12706.0,-91.89,1,-1
12707.0,603.42,1,256
12708.0,4921.72,30,2377
12709.0,29511.03,55,13565
12710.0,1130.57,4,849
12711.0,1339.05,2,770
12712.0,6521.78,28,2160
12713.0,848.55,1,508
12714.0,14093.71,12,8774
12715.0,343.36,1,192
12716.0,1053.49,2,708
12717.0,1258.91,4,599
12718.0,238.25,1,203
12719.0,608.1,3,361
12720.0,7574.49,41,5941
12721.0,3933.83,10,2636
12722.0,904.33,6,560
12723.0,725.07,5,434
12724.0,2317.52,7,1379
12725.0,2266.76,4,1142
12726.0,4014.6,11,4618
12727.0,5646.53,12,2819
12728.0,1070.17,5,543
12729.0,453.01,1,233
12730.0,829.25,1,234
12731.0,25673.21,19,11570
12732.0,236.26000000000002,1,111
12733.0,2326.82,6,885
12734.0,639.65,3,265
12735.0,779.5699999999999,2,368
12736.0,234.0,1,173
12737.0,3710.5,2,2
12738.0,155.35,1,148
12739.0,2726.73,4,951
12740.0,427.6,1,342
12741.0,406.07,2,214
12742.0,1185.02,2,1349
12743.0,540.13,2,315
12744.0,13158.16,14,6987
12745.0,925.41,3,468
12746.0,230.85000000000002,3,91
12747.0,8786.53,32,2615
12748.0,46933.33,365,35086
12749.0,6328.49,16,2271
12750.0,275.88,1,137
12751.0,268.27,1,189
12752.0,4366.78,1,2262
12753.0,21024.01,11,11250
12754.0,2949.12,5,6479
12755.0,2611.95,22,1033
12756.0,112.07999999999998,1,144
12757.0,4205.25,19,2378
12758.0,9779.0,8,6091
12759.0,5020.74,8,3202
12760.0,347.8,1,198
12761.0,782.95,2,281
12762.0,1898.52,2,1227
12763.0,494.08,2,316
12764.0,1693.88,1,386
12765.0,1404.58,6,1009
12766.0,8877.14,11,5003
12767.0,949.82,1,598
12768.0,3.552713678800501e-15,2,0
12769.0,1143.6,1,356
12770.0,2975.95,7,1771
12771.0,262.5,2,100
12772.0,892.47,1,556
12773.0,1.7763568394002505e-15,2,0
12774.0,98.7,1,53
12775.0,1651.32,8,1059
12776.0,55.5,1,46
12777.0,519.45,1,458
12778.0,1757.68,10,1734
12779.0,6158.6,21,3332
12780.0,337.4,1,285
12781.0,707.72,5,592
12782.0,4526.04,14,1985
12783.0,1603.87,8,622
12784.0,1763.15,3,862
12785.0,1079.31,5,447
12786.0,728.5,1,324
12787.0,859.18,5,509
12788.0,444.9,4,194
12789.0,273.35,3,36
12790.0,563.45,3,300
12791.0,585.15,8,351
12792.0,813.88,3,393
12793.0,885.53,3,461
12794.0,860.41,2,592
12795.0,430.48,1,68
12796.0,381.0,1,182
12797.0,471.43,6,172
12798.0,8510.93,4,8455
12799.0,219.35,1,137
12800.0,584.25,3,284
12801.0,1031.87,2,504
12802.0,2350.42,9,1954
12803.0,1092.81,1,872
12804.0,325.37,2,270
12805.0,1434.95,4,593
12806.0,2878.96,4,2087
12807.0,269.95,3,120
12808.0,776.7,5,322
12809.0,1705.34,8,508
12810.0,534.99,2,389
12811.0,1033.9,5,435
12812.0,229.64000000000001,1,164
12813.0,1687.8,3,1141
12814.0,125.92,1,49
12815.0,1063.46,2,379
12816.0,572.2,2,128
12817.0,690.98,3,219
12818.0,1517.88,2,923
12819.0,540.52,1,344
12820.0,2647.94,13,1928
12821.0,220.8,2,162
12822.0,918.98,3,548
12823.0,6501.5,18,930
12824.0,397.12,1,232
12825.0,518.63,2,139
12826.0,2773.69,15,1909
12827.0,430.15000000000003,3,197
12828.0,1018.71,6,494
12829.0,345.35,4,549
12830.0,6748.4,7,9847
12831.0,451.11,3,303
12832.0,383.03,2,195
12833.0,417.38,1,156
12834.0,312.38,1,110
12835.0,5972.19,49,2335
12836.0,6520.58,17,2227
12837.0,662.66,2,194
12838.0,2953.46,12,1599
12839.0,9525.22,31,6483
12840.0,4013.87,11,2244
12841.0,6808.0,42,4933
12842.0,1917.99,4,887
12843.0,6340.56,34,2897
12844.0,648.6,4,223
12845.0,354.09,4,204
12846.0,15.58,1,1
12847.0,1609.0,2,1497
12848.0,208.0,1,58
12849.0,3042.47,6,1855
12850.0,330.0,1,200
12851.0,280.76,2,157
12852.0,299.75,2,145
12853.0,3728.5,16,1639
12854.0,2899.32,11,1609
12855.0,612.84,4,240
12856.0,2153.53,8,1073
12857.0,3684.25,7,1419
12858.0,121.08,2,50
12859.0,575.1,1,292
12860.0,54.22,1,26
12861.0,68.25,1,27
12862.0,984.62,2,611
12863.0,2775.5499999999997,7,893
12864.0,299.57,2,447
12865.0,3303.31,5,1925
12866.0,1227.35,3,553
12867.0,7778.66,16,7852
12868.0,2043.76,8,1170
12869.0,337.66999999999996,1,144
12870.0,1662.05,4,904
12871.0,744.02,3,484
12872.0,3276.81,13,1639
12873.0,2027.3,3,786
12874.0,933.42,3,611
12875.0,1356.99,5,5187
12876.0,4068.59,5,3039
12877.0,2942.14,20,2237
12878.0,841.64,3,536
12879.0,552.5699999999999,4,363
12880.0,640.13,2,279
12881.0,298.0,1,21
12882.0,1463.04,2,246
12883.0,703.47,4,196
12884.0,309.05,1,43
12885.0,1158.27,4,654
12886.0,1351.09,3,761
12887.0,222.4,1,100
12888.0,313.77,4,68
12889.0,365.66,6,120
12890.0,706.02,2,457
12891.0,819.5,12,2275
12892.0,263.38,1,140
12893.0,176.55,1,90
12894.0,157.35,1,33
12895.0,347.3,3,204
12896.0,-29.75,1,-5
12897.0,514.25,4,249
12898.0,296.21000000000004,2,235
12899.0,366.4,1,108
12900.0,340.33,1,139
12901.0,16293.1,36,20915
12902.0,138.68,1,66
12903.0,833.53,1,493
12904.0,496.06,2,294
12905.0,1011.82,3,528
12906.0,2919.81,5,1749
12907.0,440.36,3,164
12908.0,1272.0,7,1800
12909.0,3034.77,13,1932
12910.0,5747.02,14,3602
12911.0,1651.72,1,807
12912.0,1662.3,5,670
12913.0,6283.24,13,3086
12914.0,223.98,1,336
12915.0,885.2,8,393
12916.0,4455.93,8,1673
12917.0,4329.5,8,1098
12918.0,-10953.5,3,-1
12919.0,1301.44,8,668
12920.0,486.64,4,420
12921.0,33951.65,103,20893
12922.0,405.38,1,370
12923.0,770.42,3,230
12924.0,2423.15,14,1412
12925.0,729.3299999999999,3,649
12926.0,1523.97,4,754
12927.0,197.31,1,145
12928.0,4304.89,12,2899
12929.0,105.1,2,36
12930.0,409.9,4,250
12931.0,71299.67,71,48345
12932.0,1698.56,8,1609
12933.0,1576.8799999999999,11,894
12934.0,181.65,1,31
12935.0,4182.01,19,3170
12936.0,1012.9,5,539
12937.0,3097.61,9,1983
12938.0,114.14,1,140
12939.0,25264.8,20,10328
12940.0,862.44,4,399
12941.0,377.49,1,381
12942.0,675.6,3,198
12943.0,489.0,4,220
12944.0,604.51,2,289
12945.0,900.11,2,446
12946.0,324.45,1,149
12947.0,1407.29,11,1157
12948.0,2306.18,10,1301
12949.0,15391.0,28,8197
12950.0,1843.0,3,1380
12951.0,3164.42,20,1650
12952.0,1382.8400000000001,5,652
12953.0,828.8100000000001,2,364
12954.0,162.45,1,83
12955.0,4734.26,14,3642
12956.0,521.89,4,340
12957.0,8628.42,21,4661
12958.0,467.34,2,118
12959.0,133.35,2,108
12960.0,1322.07,4,1379
12961.0,211.99,1,180
12962.0,266.39,2,129
12963.0,3146.9900000000002,14,1605
12964.0,132.24,1,56
12965.0,769.8100000000001,1,282
12966.0,160.18,1,75
12967.0,2472.37,5,717
12968.0,135.95,1,73
12969.0,122.45,1,55
12970.0,1453.6,10,954
12971.0,15214.550000000001,120,12780
12972.0,1115.95,6,829
12973.0,385.55,1,31
12974.0,408.95,2,104
12975.0,1993.99,8,903
12976.0,3156.38,8,2684
12977.0,513.88,4,128
12978.0,2496.07,6,1393
12979.0,479.53999999999996,2,484
12980.0,15909.390000000001,26,1883
12981.0,372.21999999999997,2,242
12982.0,2562.12,17,1665
12983.0,490.08000000000004,1,638
12984.0,97.5,1,26
12985.0,1215.6200000000001,3,1413
12986.0,1998.3400000000001,12,882
12987.0,1298.51,6,583
12988.0,505.82,1,126
12989.0,12846.8,39,6764
12990.0,955.5,7,480
12991.0,764.82,3,483
12992.0,93.35000000000001,1,21
12993.0,1191.26,10,648
12994.0,902.22,5,440
12995.0,200.72,2,98
12996.0,355.5,1,122
12997.0,2065.11,16,1163
12998.0,897.38,4,1102
12999.0,455.88,3,342
13000.0,965.0,5,538
13001.0,24006.600000000002,37,13427
13002.0,414.13,3,201
13003.0,149.05,3,103
13004.0,11143.99,46,8442
13005.0,935.03,6,455
13006.0,81.57,1,55
13007.0,175.25,1,59
13008.0,543.28,7,312
13009.0,234.0,1,120
13010.0,330.12,2,323
13011.0,50.550000000000004,1,13
13012.0,2576.1800000000003,15,1389
13013.0,11073.48,31,5654
13014.0,5220.83,18,1950
13015.0,6459.08,14,3455
13016.0,789.89,3,527
13017.0,204.0,1,48
13018.0,9742.81,37,6741
13019.0,1212.95,8,395
13020.0,606.96,5,271
13021.0,4806.66,24,2520
13022.0,65.3,1,35
13023.0,1449.03,3,585
13024.0,535.42,3,174
13025.0,323.39,1,241
13026.0,1690.12,13,2431
13027.0,17052.0,23,42597
13028.0,659.68,3,796
13029.0,1927.3,5,194
13030.0,752.4399999999999,2,348
13031.0,3292.84,5,2309
13032.0,2790.0,11,1262
13033.0,220.55,2,98
13034.0,756.82,3,406
13035.0,1328.95,4,909
13036.0,307.1,1,38
13037.0,3842.55,16,2105
13038.0,908.46,3,360
13039.0,1010.73,4,290
13040.0,676.99,2,355
13041.0,799.13,4,335
13042.0,1454.84,4,807
13043.0,471.57,2,251
13044.0,4818.35,13,2546
13045.0,808.92,3,405
13046.0,949.25,3,505
13047.0,8100.09,42,3275
13048.0,4000.08,13,2648
13049.0,1384.14,5,606
13050.0,11464.43,57,6937
13051.0,155.8,2,72
13052.0,3119.33,7,1424
13053.0,127.65,1,47
13054.0,-14.0,1,-1
13055.0,2292.5099999999998,6,1805
13056.0,209.48,1,158
13057.0,528.24,4,443
13058.0,271.40000000000003,3,52
13059.0,2261.2200000000003,12,855
13060.0,307.53,1,123
13061.0,248.61,1,107
13062.0,346.98,1,343
13063.0,188.4,1,116
13064.0,1666.8400000000001,6,668
13065.0,1050.1000000000001,6,380
13066.0,430.9,3,320
13067.0,508.51,3,131
13068.0,344.0,2,200
13069.0,8348.79,42,14463
13070.0,743.9,5,368
13071.0,129.22,1,30
13072.0,177.15,1,69
13073.0,418.08,2,261
13074.0,1362.8400000000001,5,824
13075.0,919.61,1,485
13076.0,135.4,1,44
13077.0,2716.15,14,2407
13078.0,28369.440000000002,95,11872
13079.0,419.18,6,158
13080.0,260.83,5,191
13081.0,55961.37,44,39806
13082.0,7268.92,25,8413
13083.0,395.43,3,307
13084.0,116.44999999999999,2,137
13085.0,1459.46,10,835
13086.0,439.33000000000004,1,155
13087.0,313.64,1,86
13088.0,236.11,1,76
13089.0,109893.24,247,57946
13090.0,12759.93,30,3165
13091.0,-130.21999999999997,6,-1085
13092.0,2007.33,15,601
13093.0,53274.33,88,25799
13094.0,1990.9800000000002,17,1722
13095.0,74.39999999999999,1,144
13096.0,419.70000000000005,1,6
13097.0,12796.61,40,5299
13098.0,28658.88,41,15911
13099.0,207.35999999999999,1,288
13100.0,-1598.67,1,-1
13101.0,695.4,4,478
13102.0,11123.3,42,6300
13103.0,709.64,3,426
13104.0,1709.1,9,834
13105.0,72.0,1,100
13106.0,586.46,3,227
13107.0,5109.62,15,4255
13108.0,748.46,2,745
13109.0,1107.58,7,750
13110.0,2896.17,14,757
13111.0,321.88000000000005,1,180
13112.0,-5.44,3,-1
13113.0,16236.44,60,3941
13114.0,234.38,1,74
13115.0,5379.45,23,3897
13116.0,485.19,2,290
13117.0,2253.96,19,1850
13118.0,2334.1,12,811
13119.0,134.9,1,110
13120.0,30.599999999999998,1,12
13121.0,254.73,2,227
13122.0,922.39,2,585
13123.0,506.75,2,268
13124.0,4641.66,4,2738
13125.0,148.62,1,53
13126.0,3679.03,19,3261
13127.0,259.17,1,127
13128.0,263.5,1,31
13129.0,233.25,2,296
13130.0,64.0,1,32
13131.0,3279.77,8,1519
13132.0,77.3,1,20
13133.0,200.45000000000002,3,55
13134.0,2422.28,9,1349
13135.0,3371.45,2,4423
13136.0,6097.900000000001,24,3042
13137.0,7541.61,17,4237
13138.0,1261.26,8,592
13139.0,8193.83,9,4607
13140.0,1054.92,5,572
13141.0,7524.13,21,5124
13142.0,307.09,1,258
13143.0,399.2,2,196
13144.0,135.35,2,29
13145.0,1124.77,8,262
13146.0,228.91,1,154
13147.0,712.8000000000001,4,144
13148.0,7999.610000000001,36,4306
13149.0,1676.06,4,1280
13150.0,435.02,4,170
13151.0,2396.16,5,806
13152.0,2114.98,9,969
13153.0,486.22,1,418
13154.0,997.4300000000001,5,972
13155.0,1370.48,6,741
13156.0,1586.54,3,914
13157.0,5667.71,10,4753
13158.0,1508.18,5,992
13159.0,1371.25,5,1044
13160.0,91.8,1,56
13161.0,472.13,2,105
13162.0,9116.94,19,5668
13163.0,0.0,2,0
13164.0,297.46000000000004,3,114
13165.0,1451.16,3,1736
13166.0,873.43,3,520
13167.0,1125.15,5,1007
13168.0,1831.68,6,896
13169.0,840.08,3,296
13170.0,108.81,1,141
13171.0,426.81,5,227
13172.0,69.6,1,48
13173.0,2380.9700000000003,13,1478
13174.0,7995.36,12,3794
13175.0,793.1,4,392
13176.0,481.49,1,448
13177.0,512.2,2,180
13178.0,13997.89,25,8749
13179.0,572.3100000000001,1,368
13180.0,86.10000000000001,1,42
13181.0,359.69,1,171
13182.0,121.18,1,201
13183.0,7010.88,18,4001
13184.0,1616.45,12,1632
13185.0,71.4,1,12
13186.0,1539.69,5,804
13187.0,322.65999999999997,5,274
13188.0,114.60000000000001,1,25
13189.0,260.68,2,842
13190.0,518.76,4,306
13191.0,164.69,1,115
13192.0,2544.53,8,1618
13193.0,112.08,1,46
13194.0,472.78,2,326
13195.0,136.73,1,70
13196.0,3059.64,8,2004
13197.0,373.01000000000005,1,204
13198.0,4912.28,12,3438
13199.0,15936.3,69,11558
13200.0,870.09,4,516
13201.0,1233.06,4,1036
13202.0,1571.35,8,571
13203.0,2630.55,11,2407
13204.0,966.6600000000001,1,428
13205.0,2803.2,1,256
13206.0,8211.0,15,6809
13207.0,535.86,4,178
13208.0,1958.3,10,1325
13209.0,8438.06,16,5760
13210.0,353.48,1,316
13211.0,2596.32,12,1840
13212.0,779.33,4,308
13213.0,3834.62,14,2952
13214.0,3264.23,7,2966
13215.0,81.6,1,96
13216.0,333.74,1,297
13217.0,266.12,6,364
13218.0,62.63999999999999,1,88
13219.0,76.23,1,11
13220.0,1336.0900000000001,5,396
13221.0,847.41,2,244
13222.0,88.5,1,30
13223.0,969.1200000000001,6,568
13224.0,2150.85,3,1512
13225.0,15879.27,17,7337
13226.0,312.46,2,179
13227.0,257.7,1,99
13228.0,358.0,1,200
13229.0,160.95,1,63
13230.0,6076.45,31,3399
13231.0,-355.2,1,-1
13232.0,1328.35,7,773
13233.0,1176.46,4,1604
13234.0,346.5,2,159
13235.0,101.17000000000007,2,440
13236.0,727.27,3,411
13237.0,643.0,1,128
13238.0,986.73,7,440
13239.0,1579.84,6,1184
13240.0,1398.44,9,696
13241.0,112.53,1,46
13242.0,699.4,7,350
13243.0,1220.38,5,554
13244.0,121.74000000000001,1,38
13245.0,989.22,2,371
13246.0,3242.0,14,2725
13247.0,501.12,4,328
13248.0,465.68,2,305
13249.0,1608.93,9,1246
13250.0,245.59,3,105
13251.0,252.68,1,215
13252.0,341.3,3,128
13253.0,2951.11,4,3015
13254.0,51.410000000000004,1,43
13255.0,669.91,4,404
13256.0,0.0,1,12540
13257.0,117.95,3,29
13258.0,1009.43,5,446
13259.0,1402.54,9,503
13260.0,557.62,1,142
13261.0,944.1,2,210
13262.0,573.45,3,247
13263.0,8676.2,39,5372
13264.0,722.5600000000001,1,375
13265.0,2092.66,5,1740
13266.0,5965.3,30,6669
13267.0,9197.66,50,3895
13268.0,3127.7,15,3601
13269.0,8507.01,30,6361
13270.0,590.0,1,200
13271.0,172.37,2,168
13272.0,276.56,2,96
13273.0,138.98,1,153
13274.0,360.85,1,199
13275.0,238.86,2,138
13276.0,1871.21,7,838
13277.0,523.3,7,382
13278.0,1428.2,5,1355
13279.0,126.30000000000001,2,70
13280.0,2267.83,8,1487
13281.0,306.45,3,175
13282.0,1228.89,7,392
13283.0,373.36,4,204
13284.0,196.15,2,79
13285.0,3364.59,6,2457
13286.0,734.91,1,274
13287.0,519.67,7,237
13288.0,892.16,6,376
13289.0,307.95,1,119
13290.0,-208.63,3,-1
13291.0,3270.79,11,1600
13292.0,987.79,6,514
13293.0,1180.34,7,549
13294.0,1689.53,3,996
13295.0,1061.27,9,699
13296.0,792.51,6,653
13297.0,4352.67,8,2693
13298.0,360.0,1,96
13299.0,1173.3,5,408
13300.0,1267.21,5,447
13301.0,618.09,4,345
13302.0,159.2,2,12
13303.0,61.72,1,26
13304.0,1120.79,7,688
13305.0,3616.41,16,2228
13306.0,53.65,1,74
13307.0,273.34,3,140
13308.0,1652.47,5,1070
13309.0,1706.3700000000001,6,1914
13310.0,1492.8,8,804
13311.0,598.57,2,305
13312.0,124.75,1,41
13313.0,3423.27,15,2299
13314.0,593.51,4,487
13315.0,310.26,1,232
13316.0,12656.18,12,19882
13317.0,6068.531,31,3052
13318.0,640.76,3,304
13319.0,20974.96,78,8902
13320.0,2144.45,9,1472
13321.0,567.36,2,372
13322.0,199.48000000000002,1,117
13323.0,787.85,5,175
13324.0,10421.369999999999,23,8430
